chunk_uid,source,page,chunk_id,text_length
Young_Statistical_2025.pdf::p190::c0,Young_Statistical_2025.pdf,190,0,873
Young_Statistical_2025.pdf::p190::c1,Young_Statistical_2025.pdf,190,1,898
Young_Statistical_2025.pdf::p190::c2,Young_Statistical_2025.pdf,190,2,383
Young_Statistical_2025.pdf::p191::c0,Young_Statistical_2025.pdf,191,0,871
Young_Statistical_2025.pdf::p191::c1,Young_Statistical_2025.pdf,191,1,714
Young_Statistical_2025.pdf::p192::c0,Young_Statistical_2025.pdf,192,0,898
Young_Statistical_2025.pdf::p192::c1,Young_Statistical_2025.pdf,192,1,698
Young_Statistical_2025.pdf::p193::c0,Young_Statistical_2025.pdf,193,0,890
Young_Statistical_2025.pdf::p193::c1,Young_Statistical_2025.pdf,193,1,669
Young_Statistical_2025.pdf::p194::c0,Young_Statistical_2025.pdf,194,0,896
Young_Statistical_2025.pdf::p194::c1,Young_Statistical_2025.pdf,194,1,684
Young_Statistical_2025.pdf::p195::c0,Young_Statistical_2025.pdf,195,0,836
Young_Statistical_2025.pdf::p196::c0,Young_Statistical_2025.pdf,196,0,900
Young_Statistical_2025.pdf::p196::c1,Young_Statistical_2025.pdf,196,1,295
Young_Statistical_2025.pdf::p197::c0,Young_Statistical_2025.pdf,197,0,749
Young_Statistical_2025.pdf::p198::c0,Young_Statistical_2025.pdf,198,0,786
Young_Statistical_2025.pdf::p199::c0,Young_Statistical_2025.pdf,199,0,898
Young_Statistical_2025.pdf::p199::c1,Young_Statistical_2025.pdf,199,1,628
Young_Statistical_2025.pdf::p200::c0,Young_Statistical_2025.pdf,200,0,821
Young_Statistical_2025.pdf::p201::c0,Young_Statistical_2025.pdf,201,0,897
Young_Statistical_2025.pdf::p201::c1,Young_Statistical_2025.pdf,201,1,520
Young_Statistical_2025.pdf::p202::c0,Young_Statistical_2025.pdf,202,0,899
Young_Statistical_2025.pdf::p202::c1,Young_Statistical_2025.pdf,202,1,626
Young_Statistical_2025.pdf::p203::c0,Young_Statistical_2025.pdf,203,0,896
Young_Statistical_2025.pdf::p203::c1,Young_Statistical_2025.pdf,203,1,271
Young_Statistical_2025.pdf::p204::c0,Young_Statistical_2025.pdf,204,0,900
Young_Statistical_2025.pdf::p204::c1,Young_Statistical_2025.pdf,204,1,236
Young_Statistical_2025.pdf::p205::c0,Young_Statistical_2025.pdf,205,0,655
Young_Statistical_2025.pdf::p206::c0,Young_Statistical_2025.pdf,206,0,900
Young_Statistical_2025.pdf::p206::c1,Young_Statistical_2025.pdf,206,1,528
Young_Statistical_2025.pdf::p207::c0,Young_Statistical_2025.pdf,207,0,899
Young_Statistical_2025.pdf::p207::c1,Young_Statistical_2025.pdf,207,1,386
Young_Statistical_2025.pdf::p208::c0,Young_Statistical_2025.pdf,208,0,865
Young_Statistical_2025.pdf::p208::c1,Young_Statistical_2025.pdf,208,1,513
Young_Statistical_2025.pdf::p209::c0,Young_Statistical_2025.pdf,209,0,886
Young_Statistical_2025.pdf::p209::c1,Young_Statistical_2025.pdf,209,1,556
Young_Statistical_2025.pdf::p210::c0,Young_Statistical_2025.pdf,210,0,896
Young_Statistical_2025.pdf::p210::c1,Young_Statistical_2025.pdf,210,1,482
Young_Statistical_2025.pdf::p211::c0,Young_Statistical_2025.pdf,211,0,893
Young_Statistical_2025.pdf::p211::c1,Young_Statistical_2025.pdf,211,1,652
Young_Statistical_2025.pdf::p212::c0,Young_Statistical_2025.pdf,212,0,587
Young_Statistical_2025.pdf::p213::c0,Young_Statistical_2025.pdf,213,0,852
Young_Statistical_2025.pdf::p213::c1,Young_Statistical_2025.pdf,213,1,659
Young_Statistical_2025.pdf::p214::c0,Young_Statistical_2025.pdf,214,0,763
Young_Statistical_2025.pdf::p215::c0,Young_Statistical_2025.pdf,215,0,889
Young_Statistical_2025.pdf::p215::c1,Young_Statistical_2025.pdf,215,1,395
Young_Statistical_2025.pdf::p216::c0,Young_Statistical_2025.pdf,216,0,774
Young_Statistical_2025.pdf::p217::c0,Young_Statistical_2025.pdf,217,0,873
Young_Statistical_2025.pdf::p217::c1,Young_Statistical_2025.pdf,217,1,552
Young_Statistical_2025.pdf::p218::c0,Young_Statistical_2025.pdf,218,0,893
Young_Statistical_2025.pdf::p218::c1,Young_Statistical_2025.pdf,218,1,258
Young_Statistical_2025.pdf::p219::c0,Young_Statistical_2025.pdf,219,0,891
Young_Statistical_2025.pdf::p219::c1,Young_Statistical_2025.pdf,219,1,186
Young_Statistical_2025.pdf::p220::c0,Young_Statistical_2025.pdf,220,0,827
Young_Statistical_2025.pdf::p221::c0,Young_Statistical_2025.pdf,221,0,900
Young_Statistical_2025.pdf::p221::c1,Young_Statistical_2025.pdf,221,1,170
Young_Statistical_2025.pdf::p222::c0,Young_Statistical_2025.pdf,222,0,897
Young_Statistical_2025.pdf::p222::c1,Young_Statistical_2025.pdf,222,1,200
Young_Statistical_2025.pdf::p223::c0,Young_Statistical_2025.pdf,223,0,764
Young_Statistical_2025.pdf::p224::c0,Young_Statistical_2025.pdf,224,0,294
Young_Statistical_2025.pdf::p225::c0,Young_Statistical_2025.pdf,225,0,873
Young_Statistical_2025.pdf::p225::c1,Young_Statistical_2025.pdf,225,1,553
Young_Statistical_2025.pdf::p226::c0,Young_Statistical_2025.pdf,226,0,709
Young_Statistical_2025.pdf::p227::c0,Young_Statistical_2025.pdf,227,0,894
Young_Statistical_2025.pdf::p227::c1,Young_Statistical_2025.pdf,227,1,228
Young_Statistical_2025.pdf::p228::c0,Young_Statistical_2025.pdf,228,0,507
Young_Statistical_2025.pdf::p229::c0,Young_Statistical_2025.pdf,229,0,900
Young_Statistical_2025.pdf::p229::c1,Young_Statistical_2025.pdf,229,1,515
Young_Statistical_2025.pdf::p230::c0,Young_Statistical_2025.pdf,230,0,769
Young_Statistical_2025.pdf::p231::c0,Young_Statistical_2025.pdf,231,0,898
Young_Statistical_2025.pdf::p231::c1,Young_Statistical_2025.pdf,231,1,450
Young_Statistical_2025.pdf::p232::c0,Young_Statistical_2025.pdf,232,0,880
Young_Statistical_2025.pdf::p232::c1,Young_Statistical_2025.pdf,232,1,437
Young_Statistical_2025.pdf::p233::c0,Young_Statistical_2025.pdf,233,0,634
Young_Statistical_2025.pdf::p234::c0,Young_Statistical_2025.pdf,234,0,872
Young_Statistical_2025.pdf::p234::c1,Young_Statistical_2025.pdf,234,1,512
Young_Statistical_2025.pdf::p235::c0,Young_Statistical_2025.pdf,235,0,688
Young_Statistical_2025.pdf::p236::c0,Young_Statistical_2025.pdf,236,0,897
Young_Statistical_2025.pdf::p236::c1,Young_Statistical_2025.pdf,236,1,189
Young_Statistical_2025.pdf::p237::c0,Young_Statistical_2025.pdf,237,0,536
Young_Statistical_2025.pdf::p238::c0,Young_Statistical_2025.pdf,238,0,899
Young_Statistical_2025.pdf::p238::c1,Young_Statistical_2025.pdf,238,1,483
Young_Statistical_2025.pdf::p239::c0,Young_Statistical_2025.pdf,239,0,796
Young_Statistical_2025.pdf::p240::c0,Young_Statistical_2025.pdf,240,0,868
Young_Statistical_2025.pdf::p240::c1,Young_Statistical_2025.pdf,240,1,778
Young_Statistical_2025.pdf::p241::c0,Young_Statistical_2025.pdf,241,0,861
Young_Statistical_2025.pdf::p242::c0,Young_Statistical_2025.pdf,242,0,626
Young_Statistical_2025.pdf::p243::c0,Young_Statistical_2025.pdf,243,0,879
Young_Statistical_2025.pdf::p243::c1,Young_Statistical_2025.pdf,243,1,157
Young_Statistical_2025.pdf::p244::c0,Young_Statistical_2025.pdf,244,0,600
Young_Statistical_2025.pdf::p245::c0,Young_Statistical_2025.pdf,245,0,892
Young_Statistical_2025.pdf::p245::c1,Young_Statistical_2025.pdf,245,1,413
Young_Statistical_2025.pdf::p246::c0,Young_Statistical_2025.pdf,246,0,887
Young_Statistical_2025.pdf::p246::c1,Young_Statistical_2025.pdf,246,1,160
Young_Statistical_2025.pdf::p247::c0,Young_Statistical_2025.pdf,247,0,736
Young_Statistical_2025.pdf::p248::c0,Young_Statistical_2025.pdf,248,0,871
Young_Statistical_2025.pdf::p248::c1,Young_Statistical_2025.pdf,248,1,269
Young_Statistical_2025.pdf::p249::c0,Young_Statistical_2025.pdf,249,0,778
Young_Statistical_2025.pdf::p250::c0,Young_Statistical_2025.pdf,250,0,900
Young_Statistical_2025.pdf::p250::c1,Young_Statistical_2025.pdf,250,1,672
Young_Statistical_2025.pdf::p251::c0,Young_Statistical_2025.pdf,251,0,895
Young_Statistical_2025.pdf::p251::c1,Young_Statistical_2025.pdf,251,1,472
Young_Statistical_2025.pdf::p252::c0,Young_Statistical_2025.pdf,252,0,892
Young_Statistical_2025.pdf::p252::c1,Young_Statistical_2025.pdf,252,1,636
Young_Statistical_2025.pdf::p253::c0,Young_Statistical_2025.pdf,253,0,896
Young_Statistical_2025.pdf::p253::c1,Young_Statistical_2025.pdf,253,1,749
Young_Statistical_2025.pdf::p254::c0,Young_Statistical_2025.pdf,254,0,894
Young_Statistical_2025.pdf::p254::c1,Young_Statistical_2025.pdf,254,1,279
Young_Statistical_2025.pdf::p255::c0,Young_Statistical_2025.pdf,255,0,888
Young_Statistical_2025.pdf::p255::c1,Young_Statistical_2025.pdf,255,1,362
Young_Statistical_2025.pdf::p256::c0,Young_Statistical_2025.pdf,256,0,882
Young_Statistical_2025.pdf::p256::c1,Young_Statistical_2025.pdf,256,1,444
Young_Statistical_2025.pdf::p257::c0,Young_Statistical_2025.pdf,257,0,897
Young_Statistical_2025.pdf::p257::c1,Young_Statistical_2025.pdf,257,1,300
Young_Statistical_2025.pdf::p258::c0,Young_Statistical_2025.pdf,258,0,778
Young_Statistical_2025.pdf::p259::c0,Young_Statistical_2025.pdf,259,0,890
Young_Statistical_2025.pdf::p259::c1,Young_Statistical_2025.pdf,259,1,421
Young_Statistical_2025.pdf::p260::c0,Young_Statistical_2025.pdf,260,0,347
Young_Statistical_2025.pdf::p261::c0,Young_Statistical_2025.pdf,261,0,897
Young_Statistical_2025.pdf::p261::c1,Young_Statistical_2025.pdf,261,1,333
Young_Statistical_2025.pdf::p262::c0,Young_Statistical_2025.pdf,262,0,880
Young_Statistical_2025.pdf::p263::c0,Young_Statistical_2025.pdf,263,0,883
Young_Statistical_2025.pdf::p263::c1,Young_Statistical_2025.pdf,263,1,426
Young_Statistical_2025.pdf::p264::c0,Young_Statistical_2025.pdf,264,0,894
Young_Statistical_2025.pdf::p264::c1,Young_Statistical_2025.pdf,264,1,180
Young_Statistical_2025.pdf::p265::c0,Young_Statistical_2025.pdf,265,0,817
Young_Statistical_2025.pdf::p266::c0,Young_Statistical_2025.pdf,266,0,889
Young_Statistical_2025.pdf::p266::c1,Young_Statistical_2025.pdf,266,1,301
Young_Statistical_2025.pdf::p267::c0,Young_Statistical_2025.pdf,267,0,897
Young_Statistical_2025.pdf::p268::c0,Young_Statistical_2025.pdf,268,0,888
Young_Statistical_2025.pdf::p268::c1,Young_Statistical_2025.pdf,268,1,232
Young_Statistical_2025.pdf::p269::c0,Young_Statistical_2025.pdf,269,0,668
Young_Statistical_2025.pdf::p270::c0,Young_Statistical_2025.pdf,270,0,456
Young_Statistical_2025.pdf::p271::c0,Young_Statistical_2025.pdf,271,0,900
Young_Statistical_2025.pdf::p271::c1,Young_Statistical_2025.pdf,271,1,546
Young_Statistical_2025.pdf::p272::c0,Young_Statistical_2025.pdf,272,0,784
Young_Statistical_2025.pdf::p273::c0,Young_Statistical_2025.pdf,273,0,649
Young_Statistical_2025.pdf::p274::c0,Young_Statistical_2025.pdf,274,0,622
Young_Statistical_2025.pdf::p275::c0,Young_Statistical_2025.pdf,275,0,886
Young_Statistical_2025.pdf::p275::c1,Young_Statistical_2025.pdf,275,1,259
Young_Statistical_2025.pdf::p276::c0,Young_Statistical_2025.pdf,276,0,827
Young_Statistical_2025.pdf::p277::c0,Young_Statistical_2025.pdf,277,0,724
Young_Statistical_2025.pdf::p278::c0,Young_Statistical_2025.pdf,278,0,886
Young_Statistical_2025.pdf::p279::c0,Young_Statistical_2025.pdf,279,0,881
Young_Statistical_2025.pdf::p279::c1,Young_Statistical_2025.pdf,279,1,141
Young_Statistical_2025.pdf::p280::c0,Young_Statistical_2025.pdf,280,0,896
Young_Statistical_2025.pdf::p280::c1,Young_Statistical_2025.pdf,280,1,192
Young_Statistical_2025.pdf::p281::c0,Young_Statistical_2025.pdf,281,0,896
Young_Statistical_2025.pdf::p281::c1,Young_Statistical_2025.pdf,281,1,358
Young_Statistical_2025.pdf::p282::c0,Young_Statistical_2025.pdf,282,0,900
Young_Statistical_2025.pdf::p282::c1,Young_Statistical_2025.pdf,282,1,213
Young_Statistical_2025.pdf::p283::c0,Young_Statistical_2025.pdf,283,0,898
Young_Statistical_2025.pdf::p283::c1,Young_Statistical_2025.pdf,283,1,345
Young_Statistical_2025.pdf::p284::c0,Young_Statistical_2025.pdf,284,0,230
Young_Statistical_2025.pdf::p285::c0,Young_Statistical_2025.pdf,285,0,893
Young_Statistical_2025.pdf::p285::c1,Young_Statistical_2025.pdf,285,1,434
Young_Statistical_2025.pdf::p285::c2,Young_Statistical_2025.pdf,285,2,837
Young_Statistical_2025.pdf::p286::c0,Young_Statistical_2025.pdf,286,0,815
Young_Statistical_2025.pdf::p286::c1,Young_Statistical_2025.pdf,286,1,764
Young_Statistical_2025.pdf::p286::c2,Young_Statistical_2025.pdf,286,2,853
Young_Statistical_2025.pdf::p287::c0,Young_Statistical_2025.pdf,287,0,603
Young_Statistical_2025.pdf::p288::c0,Young_Statistical_2025.pdf,288,0,840
Young_Statistical_2025.pdf::p289::c0,Young_Statistical_2025.pdf,289,0,790
Young_Statistical_2025.pdf::p289::c1,Young_Statistical_2025.pdf,289,1,703
Young_Statistical_2025.pdf::p290::c0,Young_Statistical_2025.pdf,290,0,895
Young_Statistical_2025.pdf::p291::c0,Young_Statistical_2025.pdf,291,0,680
Young_Statistical_2025.pdf::p291::c1,Young_Statistical_2025.pdf,291,1,488
Young_Statistical_2025.pdf::p292::c0,Young_Statistical_2025.pdf,292,0,265
Young_Statistical_2025.pdf::p292::c1,Young_Statistical_2025.pdf,292,1,853
Young_Statistical_2025.pdf::p293::c0,Young_Statistical_2025.pdf,293,0,790
Young_Statistical_2025.pdf::p293::c1,Young_Statistical_2025.pdf,293,1,382
Young_Statistical_2025.pdf::p294::c0,Young_Statistical_2025.pdf,294,0,871
Young_Statistical_2025.pdf::p295::c0,Young_Statistical_2025.pdf,295,0,519
Young_Statistical_2025.pdf::p296::c0,Young_Statistical_2025.pdf,296,0,614
Young_Statistical_2025.pdf::p297::c0,Young_Statistical_2025.pdf,297,0,612
Young_Statistical_2025.pdf::p298::c0,Young_Statistical_2025.pdf,298,0,864
Young_Statistical_2025.pdf::p298::c1,Young_Statistical_2025.pdf,298,1,263
Young_Statistical_2025.pdf::p299::c0,Young_Statistical_2025.pdf,299,0,884
Young_Statistical_2025.pdf::p299::c1,Young_Statistical_2025.pdf,299,1,386
Young_Statistical_2025.pdf::p300::c0,Young_Statistical_2025.pdf,300,0,875
Young_Statistical_2025.pdf::p300::c1,Young_Statistical_2025.pdf,300,1,225
Young_Statistical_2025.pdf::p301::c0,Young_Statistical_2025.pdf,301,0,900
Young_Statistical_2025.pdf::p301::c1,Young_Statistical_2025.pdf,301,1,289
Young_Statistical_2025.pdf::p302::c0,Young_Statistical_2025.pdf,302,0,898
Young_Statistical_2025.pdf::p302::c1,Young_Statistical_2025.pdf,302,1,299
Young_Statistical_2025.pdf::p303::c0,Young_Statistical_2025.pdf,303,0,866
Young_Statistical_2025.pdf::p304::c0,Young_Statistical_2025.pdf,304,0,718
Young_Statistical_2025.pdf::p305::c0,Young_Statistical_2025.pdf,305,0,814
Young_Statistical_2025.pdf::p306::c0,Young_Statistical_2025.pdf,306,0,708
Young_Statistical_2025.pdf::p307::c0,Young_Statistical_2025.pdf,307,0,550
Young_Statistical_2025.pdf::p308::c0,Young_Statistical_2025.pdf,308,0,900
Young_Statistical_2025.pdf::p308::c1,Young_Statistical_2025.pdf,308,1,153
Young_Statistical_2025.pdf::p309::c0,Young_Statistical_2025.pdf,309,0,741
Young_Statistical_2025.pdf::p310::c0,Young_Statistical_2025.pdf,310,0,498
Young_Statistical_2025.pdf::p311::c0,Young_Statistical_2025.pdf,311,0,728
Young_Statistical_2025.pdf::p312::c0,Young_Statistical_2025.pdf,312,0,553
Young_Statistical_2025.pdf::p313::c0,Young_Statistical_2025.pdf,313,0,506
Young_Statistical_2025.pdf::p314::c0,Young_Statistical_2025.pdf,314,0,246
Young_Statistical_2025.pdf::p315::c0,Young_Statistical_2025.pdf,315,0,897
Young_Statistical_2025.pdf::p315::c1,Young_Statistical_2025.pdf,315,1,170
Young_Statistical_2025.pdf::p316::c0,Young_Statistical_2025.pdf,316,0,328
Young_Statistical_2025.pdf::p317::c0,Young_Statistical_2025.pdf,317,0,892
Young_Statistical_2025.pdf::p317::c1,Young_Statistical_2025.pdf,317,1,300
Young_Statistical_2025.pdf::p318::c0,Young_Statistical_2025.pdf,318,0,833
Young_Statistical_2025.pdf::p319::c0,Young_Statistical_2025.pdf,319,0,685
Young_Statistical_2025.pdf::p320::c0,Young_Statistical_2025.pdf,320,0,578
Young_Statistical_2025.pdf::p321::c0,Young_Statistical_2025.pdf,321,0,899
Young_Statistical_2025.pdf::p321::c1,Young_Statistical_2025.pdf,321,1,203
Young_Statistical_2025.pdf::p322::c0,Young_Statistical_2025.pdf,322,0,881
Young_Statistical_2025.pdf::p322::c1,Young_Statistical_2025.pdf,322,1,248
Young_Statistical_2025.pdf::p323::c0,Young_Statistical_2025.pdf,323,0,896
Young_Statistical_2025.pdf::p323::c1,Young_Statistical_2025.pdf,323,1,285
Young_Statistical_2025.pdf::p324::c0,Young_Statistical_2025.pdf,324,0,886
Young_Statistical_2025.pdf::p325::c0,Young_Statistical_2025.pdf,325,0,806
Young_Statistical_2025.pdf::p326::c0,Young_Statistical_2025.pdf,326,0,463
Young_Statistical_2025.pdf::p327::c0,Young_Statistical_2025.pdf,327,0,762
Young_Statistical_2025.pdf::p328::c0,Young_Statistical_2025.pdf,328,0,520
Young_Statistical_2025.pdf::p329::c0,Young_Statistical_2025.pdf,329,0,891
Young_Statistical_2025.pdf::p329::c1,Young_Statistical_2025.pdf,329,1,382
Young_Statistical_2025.pdf::p330::c0,Young_Statistical_2025.pdf,330,0,692
Young_Statistical_2025.pdf::p331::c0,Young_Statistical_2025.pdf,331,0,899
Young_Statistical_2025.pdf::p331::c1,Young_Statistical_2025.pdf,331,1,411
Young_Statistical_2025.pdf::p332::c0,Young_Statistical_2025.pdf,332,0,839
Young_Statistical_2025.pdf::p333::c0,Young_Statistical_2025.pdf,333,0,898
Young_Statistical_2025.pdf::p333::c1,Young_Statistical_2025.pdf,333,1,249
Young_Statistical_2025.pdf::p334::c0,Young_Statistical_2025.pdf,334,0,897
Young_Statistical_2025.pdf::p334::c1,Young_Statistical_2025.pdf,334,1,452
Young_Statistical_2025.pdf::p335::c0,Young_Statistical_2025.pdf,335,0,886
Young_Statistical_2025.pdf::p335::c1,Young_Statistical_2025.pdf,335,1,555
Young_Statistical_2025.pdf::p336::c0,Young_Statistical_2025.pdf,336,0,898
Young_Statistical_2025.pdf::p336::c1,Young_Statistical_2025.pdf,336,1,407
Young_Statistical_2025.pdf::p337::c0,Young_Statistical_2025.pdf,337,0,686
Young_Statistical_2025.pdf::p338::c0,Young_Statistical_2025.pdf,338,0,765
Young_Statistical_2025.pdf::p338::c1,Young_Statistical_2025.pdf,338,1,727
Young_Statistical_2025.pdf::p338::c2,Young_Statistical_2025.pdf,338,2,484
Young_Statistical_2025.pdf::p339::c0,Young_Statistical_2025.pdf,339,0,782
Young_Statistical_2025.pdf::p340::c0,Young_Statistical_2025.pdf,340,0,807
Young_Statistical_2025.pdf::p341::c0,Young_Statistical_2025.pdf,341,0,895
Young_Statistical_2025.pdf::p341::c1,Young_Statistical_2025.pdf,341,1,172
Young_Statistical_2025.pdf::p342::c0,Young_Statistical_2025.pdf,342,0,756
Young_Statistical_2025.pdf::p343::c0,Young_Statistical_2025.pdf,343,0,282
Young_Statistical_2025.pdf::p344::c0,Young_Statistical_2025.pdf,344,0,760
Young_Statistical_2025.pdf::p344::c1,Young_Statistical_2025.pdf,344,1,842
Young_Statistical_2025.pdf::p344::c2,Young_Statistical_2025.pdf,344,2,393
Young_Statistical_2025.pdf::p345::c0,Young_Statistical_2025.pdf,345,0,279
Young_Statistical_2025.pdf::p346::c0,Young_Statistical_2025.pdf,346,0,668
Young_Statistical_2025.pdf::p347::c0,Young_Statistical_2025.pdf,347,0,784
Young_Statistical_2025.pdf::p348::c0,Young_Statistical_2025.pdf,348,0,725
Young_Statistical_2025.pdf::p349::c0,Young_Statistical_2025.pdf,349,0,756
Young_Statistical_2025.pdf::p350::c0,Young_Statistical_2025.pdf,350,0,767
Young_Statistical_2025.pdf::p351::c0,Young_Statistical_2025.pdf,351,0,718
Young_Statistical_2025.pdf::p352::c0,Young_Statistical_2025.pdf,352,0,687
Young_Statistical_2025.pdf::p353::c0,Young_Statistical_2025.pdf,353,0,736
Young_Statistical_2025.pdf::p354::c0,Young_Statistical_2025.pdf,354,0,733
Young_Statistical_2025.pdf::p355::c0,Young_Statistical_2025.pdf,355,0,727
Young_Statistical_2025.pdf::p356::c0,Young_Statistical_2025.pdf,356,0,793
Young_Statistical_2025.pdf::p357::c0,Young_Statistical_2025.pdf,357,0,754
Young_Statistical_2025.pdf::p358::c0,Young_Statistical_2025.pdf,358,0,875
Young_Statistical_2025.pdf::p358::c1,Young_Statistical_2025.pdf,358,1,426
Young_Statistical_2025.pdf::p359::c0,Young_Statistical_2025.pdf,359,0,896
Young_Statistical_2025.pdf::p359::c1,Young_Statistical_2025.pdf,359,1,226
Young_Statistical_2025.pdf::p360::c0,Young_Statistical_2025.pdf,360,0,179
Young_Statistical_2025.pdf::p360::c1,Young_Statistical_2025.pdf,360,1,879
Young_Statistical_2025.pdf::p360::c2,Young_Statistical_2025.pdf,360,2,169
Young_Statistical_2025.pdf::p361::c0,Young_Statistical_2025.pdf,361,0,846
Young_Statistical_2025.pdf::p361::c1,Young_Statistical_2025.pdf,361,1,342
Young_Statistical_2025.pdf::p362::c0,Young_Statistical_2025.pdf,362,0,631
Young_Statistical_2025.pdf::p363::c0,Young_Statistical_2025.pdf,363,0,833
Young_Statistical_2025.pdf::p363::c1,Young_Statistical_2025.pdf,363,1,151
Young_Statistical_2025.pdf::p364::c0,Young_Statistical_2025.pdf,364,0,770
Young_Statistical_2025.pdf::p365::c0,Young_Statistical_2025.pdf,365,0,663
Young_Statistical_2025.pdf::p366::c0,Young_Statistical_2025.pdf,366,0,620
Young_Statistical_2025.pdf::p367::c0,Young_Statistical_2025.pdf,367,0,898
Young_Statistical_2025.pdf::p367::c1,Young_Statistical_2025.pdf,367,1,303
Young_Statistical_2025.pdf::p368::c0,Young_Statistical_2025.pdf,368,0,523
Young_Statistical_2025.pdf::p369::c0,Young_Statistical_2025.pdf,369,0,891
Young_Statistical_2025.pdf::p369::c1,Young_Statistical_2025.pdf,369,1,314
Young_Statistical_2025.pdf::p370::c0,Young_Statistical_2025.pdf,370,0,899
Young_Statistical_2025.pdf::p370::c1,Young_Statistical_2025.pdf,370,1,251
Young_Statistical_2025.pdf::p371::c0,Young_Statistical_2025.pdf,371,0,886
Young_Statistical_2025.pdf::p371::c1,Young_Statistical_2025.pdf,371,1,279
Young_Statistical_2025.pdf::p372::c0,Young_Statistical_2025.pdf,372,0,897
Young_Statistical_2025.pdf::p372::c1,Young_Statistical_2025.pdf,372,1,242
Young_Statistical_2025.pdf::p373::c0,Young_Statistical_2025.pdf,373,0,900
Young_Statistical_2025.pdf::p373::c1,Young_Statistical_2025.pdf,373,1,258
Young_Statistical_2025.pdf::p374::c0,Young_Statistical_2025.pdf,374,0,895
Young_Statistical_2025.pdf::p374::c1,Young_Statistical_2025.pdf,374,1,230
Young_Statistical_2025.pdf::p375::c0,Young_Statistical_2025.pdf,375,0,638
Young_Statistical_2025.pdf::p376::c0,Young_Statistical_2025.pdf,376,0,879
Young_Statistical_2025.pdf::p376::c1,Young_Statistical_2025.pdf,376,1,294
Young_Statistical_2025.pdf::p377::c0,Young_Statistical_2025.pdf,377,0,891
Young_Statistical_2025.pdf::p377::c1,Young_Statistical_2025.pdf,377,1,276
Young_Statistical_2025.pdf::p378::c0,Young_Statistical_2025.pdf,378,0,886
Young_Statistical_2025.pdf::p378::c1,Young_Statistical_2025.pdf,378,1,472
Young_Statistical_2025.pdf::p379::c0,Young_Statistical_2025.pdf,379,0,895
Young_Statistical_2025.pdf::p379::c1,Young_Statistical_2025.pdf,379,1,273
Young_Statistical_2025.pdf::p380::c0,Young_Statistical_2025.pdf,380,0,892
Young_Statistical_2025.pdf::p380::c1,Young_Statistical_2025.pdf,380,1,359
Young_Statistical_2025.pdf::p381::c0,Young_Statistical_2025.pdf,381,0,897
Young_Statistical_2025.pdf::p381::c1,Young_Statistical_2025.pdf,381,1,185
Young_Statistical_2025.pdf::p382::c0,Young_Statistical_2025.pdf,382,0,864
Young_Statistical_2025.pdf::p382::c1,Young_Statistical_2025.pdf,382,1,482
Young_Statistical_2025.pdf::p383::c0,Young_Statistical_2025.pdf,383,0,851
Young_Statistical_2025.pdf::p383::c1,Young_Statistical_2025.pdf,383,1,352
Young_Statistical_2025.pdf::p384::c0,Young_Statistical_2025.pdf,384,0,834
Young_Statistical_2025.pdf::p384::c1,Young_Statistical_2025.pdf,384,1,196
Young_Statistical_2025.pdf::p385::c0,Young_Statistical_2025.pdf,385,0,816
Young_Statistical_2025.pdf::p385::c1,Young_Statistical_2025.pdf,385,1,496
Young_Statistical_2025.pdf::p386::c0,Young_Statistical_2025.pdf,386,0,871
Young_Statistical_2025.pdf::p387::c0,Young_Statistical_2025.pdf,387,0,781
Young_Statistical_2025.pdf::p389::c0,Young_Statistical_2025.pdf,389,0,749
Young_Statistical_2025.pdf::p390::c0,Young_Statistical_2025.pdf,390,0,879
Young_Statistical_2025.pdf::p391::c0,Young_Statistical_2025.pdf,391,0,580
Young_Statistical_2025.pdf::p392::c0,Young_Statistical_2025.pdf,392,0,359
